doc_id,state,source_path,effective_date,end_date,duration,end_date_source,validity_status,validity_evidence,evidence_short,error
California/1December10,California,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1December10.txt,2013-10-01,2015-12-10,,,found,"[{""text"": ""This Letter of Intent builds upon the mutually beneficial partnership of the State of California and the Netherlands on environmental cooperation, established (October 2013) and renewed (March 2015)."", ""timex_text"": ""March 2015"", ""timex_type"": ""DATE"", ""timex_value"": ""2015-03""}, {""text"": ""The Hague, December 10th, 2015 Karen Ross Taren Secretary for Food and Agriculture State of California, United States of America Martijn van Dam Minister for Agriculture the Netherlands 0028"", ""timex_text"": ""December 10th, 2015"", ""timex_type"": ""DATE"", ""timex_value"": ""2015-12-10""}]",This Letter of Intent builds upon the mutually beneficial partnership of the State of California and the Netherlands on …,
California/1December18,California,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1December18.txt,0018-12-18,0019-11-05,,,found,"[{""text"": ""Date 12/18/18 Hilary Franz Comnissioner of Public Lands Washington State Department of Natural Resources The State of Washington UA Date_ 12/18/18 John Laird, Secretary California Natural Resources The State of California Date_ 12/18/18 Doug Donaldson, Minister British Columbia Ministry of Forests, Lands, Natural Resource Operations and Rural Development The Province of British Columbia Date_ 11/05/19 Petér Daugherty, Oregon State Forester Oregon Department of Forestry The State of Oregon"", ""timex_text"": ""12/18/18"", ""timex_type"": ""DATE"", ""timex_value"": ""0018-12-18""}, {""text"": ""Date 12/18/18 Hilary Franz Comnissioner of Public Lands Washington State Department of Natural Resources The State of Washington UA Date_ 12/18/18 John Laird, Secretary California Natural Resources The State of California Date_ 12/18/18 Doug Donaldson, Minister British Columbia Ministry of Forests, Lands, Natural Resource Operations and Rural Development The Province of British Columbia Date_ 11/05/19 Petér Daugherty, Oregon State Forester Oregon Department of Forestry The State of Oregon"", ""timex_text"": ""12/18/18"", ""timex_type"": ""DATE"", ""timex_value"": ""0018-12-18""}, {""text"": ""Date 12/18/18 Hilary Franz Comnissioner of Public Lands Washington State Department of Natural Resources The State of Washington UA Date_ 12/18/18 John Laird, Secretary California Natural Resources The State of California Date_ 12/18/18 Doug Donaldson, Minister British Columbia Ministry of Forests, Lands, Natural Resource Operations and Rural Development The Province of British Columbia Date_ 11/05/19 Petér Daugherty, Oregon State Forester Oregon Department of Forestry The State of Oregon"", ""timex_text"": ""12/18/18"", ""timex_type"": ""DATE"", ""timex_value"": ""0018-12-18""}, {""text"": ""Date 12/18/18 Hilary Franz Comnissioner of Public Lands Washington State Department of Natural Resources The State of Washington UA Date_ 12/18/18 John Laird, Secretary California Natural Resources The State of California Date_ 12/18/18 Doug Donaldson, Minister British Columbia Ministry of Forests, Lands, Natural Resource Operations and Rural Development The Province of British Columbia Date_ 11/05/19 Petér Daugherty, Oregon State Forester Oregon Department of Forestry The State of Oregon"", ""timex_text"": ""11/05/19"", ""timex_type"": ""DATE"", ""timex_value"": ""0019-11-05""}]",Date 12/18/18 Hilary Franz Comnissioner of Public Lands Washington State Department of Natural Resources The State of Wa…,
California/1December21,California,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1December21.txt,2015-01-01,2050-01-01,,,found,"[{""text"": ""The Coalition was formed in 2015 by the states of California and Baden-Wirttemberg, Germany to mobilize and galvanize bold climate action from like-minded city, state and regional governments around the globe."", ""timex_text"": ""2015"", ""timex_type"": ""DATE"", ""timex_value"": ""2015""}, {""text"": ""Coalition members pledge to limit greenhouse gas emissions to 2 tons per capita or 80 to 95 percent below 1990 levels by 2050."", ""timex_text"": ""2050"", ""timex_type"": ""DATE"", ""timex_value"": ""2050""}, {""text"": ""Scotland signed the Under2 MOU in July 2015; WHEREAS, The Government of California and Government of Scotland entered into a Letter of Cooperation on Ambitious Action on Climate Change and the Low Carbon Economy in April of 2017."", ""timex_text"": ""July 2015"", ""timex_type"": ""DATE"", ""timex_value"": ""2015-07""}, {""text"": ""Scotland signed the Under2 MOU in July 2015; WHEREAS, The Government of California and Government of Scotland entered into a Letter of Cooperation on Ambitious Action on Climate Change and the Low Carbon Economy in April of 2017."", ""timex_text"": ""April of 2017"", ""timex_type"": ""DATE"", ""timex_value"": ""2017-04""}, {""text"": ""For the Scottish Government For the California Energy Commission CHRIS STARK KAREN DOUGLAS Director of Energy & Climate Change Commissioner Directorate California Energy Resources Conservation and Development Commission Signed on IS Janeuy 2018 Signed on 12/21/ 17 in Gloogen, Scoul in sacramento, Calforhia"", ""timex_text"": ""2018"", ""timex_type"": ""DATE"", ""timex_value"": ""2018""}]","The Coalition was formed in 2015 by the states of California and Baden-Wirttemberg, Germany to mobilize and galvanize bo…",
California/1December4,California,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1December4.txt,2019-12-04,,,,found,"[{""text"": ""This MOU is signed in San Diego, California, on December 4, 2019 in three (3) original copiés of the same content in English and Spanish languages."", ""timex_text"": ""December 4, 2019"", ""timex_type"": ""DATE"", ""timex_value"": ""2019-12-04""}]","This MOU is signed in San Diego, California, on December 4, 2019 in three (3) original copiés of the same content in Eng…",
California/1December7 (1),California,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1December7 (1).txt,1001-01-01,2018-12-01,,,found,"[{""text"": ""1001 I Street, Sacramento, CA 95812 For the Municipality of Mexicali, Baja California: the Senior Officer of the 22nd City Council of Mexicali."", ""timex_text"": ""1001"", ""timex_type"": ""DATE"", ""timex_value"": ""1001""}]","1001 I Street, Sacramento, CA 95812 For the Municipality of Mexicali, Baja California: the Senior Officer of the 22nd Ci…",
California/1December7 (2),California,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1December7 (2).txt,2015-01-01,2016-10-01,,,found,"[{""text"": ""N EA VX 6 2015 # 9 F 15 Kt HL V A XABIH E X: To strengthen the cooperation on low carbon development, Zhenjiang Municipal People's Government, China and State of California, the United States of America (hereinafter referred to as the \""two parties\"") reach a Plan of Actions to cooperate with each other in the near term on the basis of the Memorandum of Understanding signed by the two parties on September 15 in Los Angeles, as an effort to expand the scope of cooperation and promote the commitment of making maximum contributions to addressing climate change."", ""timex_text"": ""2015"", ""timex_type"": ""DATE"", ""timex_value"": ""2015""}, {""text"": ""N EA VX 6 2015 # 9 F 15 Kt HL V A XABIH E X: To strengthen the cooperation on low carbon development, Zhenjiang Municipal People's Government, China and State of California, the United States of America (hereinafter referred to as the \""two parties\"") reach a Plan of Actions to cooperate with each other in the near term on the basis of the Memorandum of Understanding signed by the two parties on September 15 in Los Angeles, as an effort to expand the scope of cooperation and promote the commitment of making maximum contributions to addressing climate change."", ""timex_text"": ""September 15"", ""timex_type"": ""DATE"", ""timex_value"": ""2015-09-15""}, {""text"": ""The two parties shall take turns organizing the annual low carbon leaders' conference, review the progress of existing cooperation programs, and discuss the plan of cooperation in the next year."", ""timex_text"": ""the next year"", ""timex_type"": ""DATE"", ""timex_value"": ""2016""}, {""text"": ""Zhenjiang will organize an International Low Carbon Expo in October every year from 2016 in Zhenjiang, exhibiting low carbon technologies and products from around the world."", ""timex_text"": ""October"", ""timex_type"": ""DATE"", ""timex_value"": ""2016-10""}, {""text"": ""Zhenjiang will organize an International Low Carbon Expo in October every year from 2016 in Zhenjiang, exhibiting low carbon technologies and products from around the world."", ""timex_text"": ""every year"", ""timex_type"": ""SET"", ""timex_value"": ""P1Y""}]","N EA VX 6 2015 # 9 F 15 Kt HL V A XABIH E X: To strengthen the cooperation on low carbon development, Zhenjiang Municipa…",
California/1December7,California,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1December7.txt,2015-12-01,2015-12-07,4 years,,found,"[{""text"": ""PURPOSE This joint declaration is being signed on the occasion and in the spirit of the COP21 international climate talks being held in Paris, France in December 2015, to promote cooperation on ambitious responses to climate change and related environmental issues, including Sustainable Urban Infrastructure, Water Management, Biodiversity, Transportation, Applied Science, Energy, and Climate Technologies."", ""timex_text"": ""December 2015"", ""timex_type"": ""DATE"", ""timex_value"": ""2015-12""}, {""text"": ""DURATION Unless otherwise extended in writing, this Joint Declaration is effective for a period of 4 years from the date of signing."", ""timex_text"": ""4 years"", ""timex_type"": ""DURATION"", ""timex_value"": ""P4Y""}, {""text"": ""This Joint Declaration is signed in Paris, France on December 7th, 2015 in two originals, with both the English and French language originals being equally valid."", ""timex_text"": ""December 7th, 2015"", ""timex_type"": ""DATE"", ""timex_value"": ""2015-12-07""}]",PURPOSE This joint declaration is being signed on the occasion and in the spirit of the COP21 international climate talk…,
California/1February14,California,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1February14.txt,0030-01-01,2017-02-14,,,found,"[{""text"": ""AMENDMENT - February 2017 Article III."", ""timex_text"": ""February 2017"", ""timex_type"": ""DATE"", ""timex_value"": ""2017-02""}, {""text"": ""0030 The original Letter of Intent was effective on December 10th, 2015 and this Amendment will become effective on the date of signature and is done in duplicate in the English language."", ""timex_text"": ""0030"", ""timex_type"": ""DATE"", ""timex_value"": ""0030""}, {""text"": ""0030 The original Letter of Intent was effective on December 10th, 2015 and this Amendment will become effective on the date of signature and is done in duplicate in the English language."", ""timex_text"": ""December 10th, 2015"", ""timex_type"": ""DATE"", ""timex_value"": ""2015-12-10""}, {""text"": ""The Hague, Sacramento, 14 February, 2017 February, 2017 o Martijn van-Dam Karen Ross Minister for Agriculture Secretary for Food and Agriculture the Netherlands State of California, United States of America 0031"", ""timex_text"": ""14 February, 2017"", ""timex_type"": ""DATE"", ""timex_value"": ""2017-02-14""}, {""text"": ""AMENDMENT - February 2017 Article III."", ""timex_text"": ""February"", ""timex_type"": ""DATE"", ""timex_value"": ""2017-02""}]",AMENDMENT - February 2017 Article III.,
California/1February26,California,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1February26.txt,2014-02-01,,,,found,"[{""text"": ""SIGNED this twenty-sixth day of February 2014 at San Francisco, California, in duplicate in the English and Spanish languages, each text being equally authentic."", ""timex_text"": ""February 2014"", ""timex_type"": ""DATE"", ""timex_value"": ""2014-02""}]","SIGNED this twenty-sixth day of February 2014 at San Francisco, California, in duplicate in the English and Spanish lang…",
California/1January30,California,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1January30.txt,2050-01-01,2050-01-01,two years,,found,"[{""text"": ""MEMORANDUM OF UNDERSTANDING BETWEEN OF F THE STATE OF AGUASCALIENTES TERRA,BONA OF THE UNITED MEXICAN STATES AND THE CALIFORNIA ENERGY RESOURCES CONSERVATION AND ENERGY COMMISSION DEVELOPMENT COMMISSION ON COOPERATION ON CLEAN ENERGY POLICIES AND PROGRAMS This Memorandum of Understanding (MOU) is entered into between the State of Aguascalientes of the United Mexican States (\""Aguascalientes\"") and the California Energy Resources Conservation and Development Commission (the \""Energy Commission\""), (hereinafter referred to as \""the Participants\""), ACKNOWLEDGING that climate change presents worldwide challenges and risks to the environment, economies, and human health, and that governments at all levels need to act now to reduce greenhouse gas emissions; ACKNOWLEDGING that Aguascalientes and California are signatories to the MOU on Subnational Global Climate Leadership (Under2 MOU) and have agreed to limit greenhouse gas emissions to 80 percent below 1990 levels or below two metric tons per capita by 2050; RECOGNIZING that California has strong climate mitigation policies, including developing renewable energy and improving energy efficiency, which have proven effective at reducing greenhouse gas emissions while continuing to grow the economy; RECOGNIZING that Aguascalientes has a strong commitment to climate mitigation, including developing renewable energy, promoting clean transportation, improving energy efficiency, and expanding these technologies in order to reduce greenhouse gas emissions and continue to grow its clean tech economy; NOTING the potential economic, environmental, public health, and job creation benefits derived from implementing clean energy policies and programs; STRIVING to develop a mutually beneficial relationship of partnership and cooperation between the Participants; CONSISTENT with the governing laws of their respective countries; Have reached the following understanding: Paragraph 1 OBJECTIVE The objective of this MOU is to encourage future collaboration on clean energy policies and programs between the Participants on the basis of equality and mutual benefit."", ""timex_text"": ""now"", ""timex_type"": ""DATE"", ""timex_value"": ""PRESENT_REF""}, {""text"": ""MEMORANDUM OF UNDERSTANDING BETWEEN OF F THE STATE OF AGUASCALIENTES TERRA,BONA OF THE UNITED MEXICAN STATES AND THE CALIFORNIA ENERGY RESOURCES CONSERVATION AND ENERGY COMMISSION DEVELOPMENT COMMISSION ON COOPERATION ON CLEAN ENERGY POLICIES AND PROGRAMS This Memorandum of Understanding (MOU) is entered into between the State of Aguascalientes of the United Mexican States (\""Aguascalientes\"") and the California Energy Resources Conservation and Development Commission (the \""Energy Commission\""), (hereinafter referred to as \""the Participants\""), ACKNOWLEDGING that climate change presents worldwide challenges and risks to the environment, economies, and human health, and that governments at all levels need to act now to reduce greenhouse gas emissions; ACKNOWLEDGING that Aguascalientes and California are signatories to the MOU on Subnational Global Climate Leadership (Under2 MOU) and have agreed to limit greenhouse gas emissions to 80 percent below 1990 levels or below two metric tons per capita by 2050; RECOGNIZING that California has strong climate mitigation policies, including developing renewable energy and improving energy efficiency, which have proven effective at reducing greenhouse gas emissions while continuing to grow the economy; RECOGNIZING that Aguascalientes has a strong commitment to climate mitigation, including developing renewable energy, promoting clean transportation, improving energy efficiency, and expanding these technologies in order to reduce greenhouse gas emissions and continue to grow its clean tech economy; NOTING the potential economic, environmental, public health, and job creation benefits derived from implementing clean energy policies and programs; STRIVING to develop a mutually beneficial relationship of partnership and cooperation between the Participants; CONSISTENT with the governing laws of their respective countries; Have reached the following understanding: Paragraph 1 OBJECTIVE The objective of this MOU is to encourage future collaboration on clean energy policies and programs between the Participants on the basis of equality and mutual benefit."", ""timex_text"": ""2050"", ""timex_type"": ""DATE"", ""timex_value"": ""2050""}, {""text"": ""Drew Bohan Address: 1516 9th Street, Sacramento, CA 95814, USA E-mail: Drew.Bohan@energy.ca.gov For the State of Aguascalientes Name: Mr."", ""timex_text"": ""1516"", ""timex_type"": ""DATE"", ""timex_value"": ""1516""}, {""text"": ""Jose Maria Chavez 1917, Aguascalientes, CP 20280 E-mail: julio.medina@aguascalientes.gob.mx Paragraph 10 FINAL PROVISIONS This MOU is neither a contract nor a treaty."", ""timex_text"": ""1917"", ""timex_type"": ""DATE"", ""timex_value"": ""1917""}, {""text"": ""This MOU will be effective upon the date of its signature by both participants, will remain in force for two years thereafter, and may be renewed for equal periods by mutual consent of the Participants until terminated through written notice."", ""timex_text"": ""two years"", ""timex_type"": ""DURATION"", ""timex_value"": ""P2Y""}]","MEMORANDUM OF UNDERSTANDING BETWEEN OF F THE STATE OF AGUASCALIENTES TERRA,BONA OF THE UNITED MEXICAN STATES AND THE CAL…",
California/1January9,California,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1January9.txt,2017-01-09,2017-01-09,Over the past few years,,found,"[{""text"": ""AND WHEREAS: Over the past few years several California State and Dutch Agencies have signed various agreements to combat climate change (e.g."", ""timex_text"": ""Over the past few years"", ""timex_type"": ""DURATION"", ""timex_value"": ""PXY""}, {""text"": ""LOI on Environmental Cooperation, October 2013; MoU to enhance International Cooperation on Zero Emission Vehicles, May 2015); The Netherlands and various subnational provinces have signed the Under2MoU, including the commitment to develop sustainable transportation and energy solutions like SolaRoad and Smart Mobility."", ""timex_text"": ""October 2013"", ""timex_type"": ""DATE"", ""timex_value"": ""2013-10""}, {""text"": ""LOI on Environmental Cooperation, October 2013; MoU to enhance International Cooperation on Zero Emission Vehicles, May 2015); The Netherlands and various subnational provinces have signed the Under2MoU, including the commitment to develop sustainable transportation and energy solutions like SolaRoad and Smart Mobility."", ""timex_text"": ""May 2015"", ""timex_type"": ""DATE"", ""timex_value"": ""2015-05""}, {""text"": ""AND WHEREAS: The California Energy Commission (CEC) and the Province of Noord-Holland have signed the Working Agreement MoU (March 2015) to archive tangible results related to Zero Emission transportation, Smart Mobility and SolaRoad; The California Department of Transportation and the Province of Noord-Holland have signed a Letter of Intent to exchange information and understanding with respect to the use of SolaRoad in The Netherlands, to collaborate and realize options for the implementation of a Demonstration Project in LA/Ventura/Kern County."", ""timex_text"": ""March 2015"", ""timex_type"": ""DATE"", ""timex_value"": ""2015-03""}, {""text"": ""LOI on Environmental Cooperation, October 2013; MoU to enhance International Cooperation on Zero Emission Vehicles, May 2015); The Netherlands and various subnational provinces have signed the Under2MoU, including the commitment to develop sustainable transportation and energy solutions like SolaRoad and Smart Mobility."", ""timex_text"": ""2015"", ""timex_type"": ""DATE"", ""timex_value"": ""2015""}]",AND WHEREAS: Over the past few years several California State and Dutch Agencies have signed various agreements to comba…,
California/1July12,California,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1July12.txt,2013-07-12,,,,found,"[{""text"": ""ERUVIEL AVILLEGAS Brotnl - com 2 - This Letter of Intent is signed in duplicate, both English and Spanish version, in the city of Monterey, California, United States of America, on July 12th, 2013."", ""timex_text"": ""July 12th, 2013"", ""timex_type"": ""DATE"", ""timex_value"": ""2013-07-12""}]","ERUVIEL AVILLEGAS Brotnl - com 2 - This Letter of Intent is signed in duplicate, both English and Spanish version, in th…",
California/1July29,California,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1July29.txt,1516-01-01,2014-07-29,five years,,found,"[{""text"": ""Drew Bohan Address: 1516 9th Street MS-39, Sacramento, CA 95814, USA."", ""timex_text"": ""1516"", ""timex_type"": ""DATE"", ""timex_value"": ""1516""}, {""text"": ""This MOU will be applicable upon the date of its signature by both participants, and will remain in force during five years that may be renewed for equal periods, by mutual consent of \""the Participants\"", until terminated through written notice."", ""timex_text"": ""five years"", ""timex_type"": ""DURATION"", ""timex_value"": ""P5Y""}, {""text"": ""Either Participant may terminate its participation in this MOU by providing the other a thirty days written notice."", ""timex_text"": ""thirty days"", ""timex_type"": ""DURATION"", ""timex_value"": ""P30D""}, {""text"": ""Signed in Mexico City on 29 July 2014, in two originals in Spanish and English languages, both texts being equally authentic."", ""timex_text"": ""29 July 2014"", ""timex_type"": ""DATE"", ""timex_value"": ""2014-07-29""}]","Drew Bohan Address: 1516 9th Street MS-39, Sacramento, CA 95814, USA.",
California/1July30 (1),California,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1July30 (1).txt,2013-01-01,2014-07-30,twenty years,,found,"[{""text"": ""MEMORANDUM OF UNDERSTANDING FOR STRENGTHENING TRADE AND INVESTMENT COOPERATION BETWEEN THE MINISTRY OF ECONOMY OF THE UNITED MEXICAN STATES AND THE GOVERNMENT OF THE STATE OF CALIFORNIA OF THE UNITED STATES OF AMERICA The Ministry of Economy of the United Mexican States (Ministry of Economy) and the Government of the State of California of the United States of America, together hereinafter referred to as \""the Participants\""; In recognizing that WHEREAS: Two-way trade in goods between Mexico and California totaled over $60.1 billion in 2013 I one of the largest two-way trade relationships between Mexico and a U.S."", ""timex_text"": ""2013"", ""timex_type"": ""DATE"", ""timex_value"": ""2013""}, {""text"": ""State; The North American Free Trade Agreement (\""NAFTA\""), having now been in effect for twenty years continues to provide the principal foundation for expanding trade and investment between Mexico and California; Mexico is a key trade and investment partner for the Obama Administration's \""Look South Initiative\"" launched on January 9,2014; Mexico and California share a 136-mile border and close historical, cultural, and economic ties; and The Participants seek to expand the current level of economic and investment cooperation between Mexico and California in, but not limited to, alternative and renewable energy, environmental and related clean technologies, advanced manufacturing, biotech, medical devices, Information technology (IT), agriculture-related technologies, education, tourism and cross- border goods movement infrastructure; Have agreed as follows: ARTICLEI Objective The purpose of this Memorandum of Understanding (hereinafter \""MOU\"") is to establish a formal and flexible framework between the Participants to expand trade and investment cooperation, foster scientific and technological collaboration for business development in emerging key sectors, strengthen communication, enhance trust, boost economic development and create jobs."", ""timex_text"": ""now"", ""timex_type"": ""DATE"", ""timex_value"": ""PRESENT_REF""}, {""text"": ""State; The North American Free Trade Agreement (\""NAFTA\""), having now been in effect for twenty years continues to provide the principal foundation for expanding trade and investment between Mexico and California; Mexico is a key trade and investment partner for the Obama Administration's \""Look South Initiative\"" launched on January 9,2014; Mexico and California share a 136-mile border and close historical, cultural, and economic ties; and The Participants seek to expand the current level of economic and investment cooperation between Mexico and California in, but not limited to, alternative and renewable energy, environmental and related clean technologies, advanced manufacturing, biotech, medical devices, Information technology (IT), agriculture-related technologies, education, tourism and cross- border goods movement infrastructure; Have agreed as follows: ARTICLEI Objective The purpose of this Memorandum of Understanding (hereinafter \""MOU\"") is to establish a formal and flexible framework between the Participants to expand trade and investment cooperation, foster scientific and technological collaboration for business development in emerging key sectors, strengthen communication, enhance trust, boost economic development and create jobs."", ""timex_text"": ""twenty years"", ""timex_type"": ""DURATION"", ""timex_value"": ""P20Y""}, {""text"": ""State; The North American Free Trade Agreement (\""NAFTA\""), having now been in effect for twenty years continues to provide the principal foundation for expanding trade and investment between Mexico and California; Mexico is a key trade and investment partner for the Obama Administration's \""Look South Initiative\"" launched on January 9,2014; Mexico and California share a 136-mile border and close historical, cultural, and economic ties; and The Participants seek to expand the current level of economic and investment cooperation between Mexico and California in, but not limited to, alternative and renewable energy, environmental and related clean technologies, advanced manufacturing, biotech, medical devices, Information technology (IT), agriculture-related technologies, education, tourism and cross- border goods movement infrastructure; Have agreed as follows: ARTICLEI Objective The purpose of this Memorandum of Understanding (hereinafter \""MOU\"") is to establish a formal and flexible framework between the Participants to expand trade and investment cooperation, foster scientific and technological collaboration for business development in emerging key sectors, strengthen communication, enhance trust, boost economic development and create jobs."", ""timex_text"": ""January"", ""timex_type"": ""DATE"", ""timex_value"": ""2013-01""}, {""text"": ""State; The North American Free Trade Agreement (\""NAFTA\""), having now been in effect for twenty years continues to provide the principal foundation for expanding trade and investment between Mexico and California; Mexico is a key trade and investment partner for the Obama Administration's \""Look South Initiative\"" launched on January 9,2014; Mexico and California share a 136-mile border and close historical, cultural, and economic ties; and The Participants seek to expand the current level of economic and investment cooperation between Mexico and California in, but not limited to, alternative and renewable energy, environmental and related clean technologies, advanced manufacturing, biotech, medical devices, Information technology (IT), agriculture-related technologies, education, tourism and cross- border goods movement infrastructure; Have agreed as follows: ARTICLEI Objective The purpose of this Memorandum of Understanding (hereinafter \""MOU\"") is to establish a formal and flexible framework between the Participants to expand trade and investment cooperation, foster scientific and technological collaboration for business development in emerging key sectors, strengthen communication, enhance trust, boost economic development and create jobs."", ""timex_text"": ""current"", ""timex_type"": ""DATE"", ""timex_value"": ""PRESENT_REF""}]",MEMORANDUM OF UNDERSTANDING FOR STRENGTHENING TRADE AND INVESTMENT COOPERATION BETWEEN THE MINISTRY OF ECONOMY OF THE UN…,
California/1July30,California,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1July30.txt,2014-07-30,,,,found,"[{""text"": ""Mexico City, July 30, 2014 For the Government of California For the Ministry of Labor United States of America and Social Welfare United Mexican States a La Edmund G.Brown'Jr."", ""timex_text"": ""July 30, 2014"", ""timex_type"": ""DATE"", ""timex_value"": ""2014-07-30""}]","Mexico City, July 30, 2014 For the Government of California For the Ministry of Labor United States of America and Socia…",
California/1July5,California,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1July5.txt,1986-01-01,2013-01-01,over the past 27 years,,found,"[{""text"": ""On July."", ""timex_text"": ""July"", ""timex_type"": ""DATE"", ""timex_value"": ""XXXX-07""}, {""text"": ""2, 1986, the California Department of Education and the Ministry of Education of Spain, established a historic Memorandum of Understanding (MOU)."", ""timex_text"": ""1986"", ""timex_type"": ""DATE"", ""timex_value"": ""1986""}, {""text"": ""The initial MOU was expanded and accepted by both parties in May 1989."", ""timex_text"": ""May 1989"", ""timex_type"": ""DATE"", ""timex_value"": ""1989-05""}, {""text"": ""In February 1993, January 1997, February 2000, and February 2005, the MOU was revised and newly signed."", ""timex_text"": ""February 1993"", ""timex_type"": ""DATE"", ""timex_value"": ""1993-02""}, {""text"": ""In February 1993, January 1997, February 2000, and February 2005, the MOU was revised and newly signed."", ""timex_text"": ""January 1997"", ""timex_type"": ""DATE"", ""timex_value"": ""1997-01""}]",On July.,
California/1June1 (1),California,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1June1 (1).txt,1889-01-01,2035-01-01,,,found,"[{""text"": ""Pacific North America Climate Leadership Agreement SEAL OF THE STATE - FHIB Os A CAL LIFORNIA SHIE 1889 NO R U a CITY OF OAKLAND 9 L PREAMBLE Observing that the Pacific Coast's experience with drought, wildfire, extreme weather, and other impacts are expected tol be exacerbated by climate change, which threatens the environment, private and public THE."", ""timex_text"": ""1889"", ""timex_type"": ""DATE"", ""timex_value"": ""1889""}, {""text"": ""ANGELES, OAKLAND, Complementing thej policy goals ofindividuall Pacific Coast Jurisdictions and Cities as well as current intergovernmental PORTLAND,SAN FRANCISCO,SEATTLE,AND collaborations, specifically thel Pacific Coast Collaborative's."", ""timex_text"": ""current"", ""timex_type"": ""DATE"", ""timex_value"": ""PRESENT_REF""}, {""text"": ""Collaboration amongPacific Coast Jurisdictions and Cities creates the opportunity to extend these than 3,000 today."", ""timex_text"": ""today"", ""timex_type"": ""DATE"", ""timex_value"": ""PRESENT_REF""}, {""text"": ""Working together, Pacific be 100 percent renewable for electricity, transportation, heating and CoastJurisdictions: and Cities can utilize building-level performance cooling by 2030 or 2035."", ""timex_text"": ""2030"", ""timex_type"": ""DATE"", ""timex_value"": ""2030""}, {""text"": ""Working together, Pacific be 100 percent renewable for electricity, transportation, heating and CoastJurisdictions: and Cities can utilize building-level performance cooling by 2030 or 2035."", ""timex_text"": ""2035"", ""timex_type"": ""DATE"", ""timex_value"": ""2035""}]",Pacific North America Climate Leadership Agreement SEAL OF THE STATE - FHIB Os A CAL LIFORNIA SHIE 1889 NO R U a CITY OF…,
California/1June1,California,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1June1.txt,2008-06-01,2050-01-01,five minute,,found,"[{""text"": ""PACIFIC COAST CLIMATE LEADERSHIP ACTION PLAN SEAL OF THE STATE CALIFORNIA SHL 1889 0 859 The Governments ofBritish Columbia, California, by 2050 and which at the time ofthis agreementl has over 125 national and Oregon and Washington, subnationals signatories representing710n million people and leconomies totaling $20.7 trillion."", ""timex_text"": ""2050"", ""timex_type"": ""DATE"", ""timex_value"": ""2050""}, {""text"": ""Through the Under2MOU andi lindividual Pursuant to the Memorandum tol Establish the Pacific Coast Collaborative of internationall bilateral agreements, British Columbia, California, Oregon June 2008, as provided for in Article 6; and Washington will continue to push for national and international climate action consistent with the ambition oft the Paris Agreement and Building upon the goals ofthe 20131 Pacific Coast Collaborative's (PCC) risingambition over time."", ""timex_text"": ""June 2008"", ""timex_type"": ""DATE"", ""timex_value"": ""2008-06""}, {""text"": ""Pacific Coastj jurisdictions' commitments embodiedi in 2) Address socioeconomic inequities by improving access to clean thel Under2MOU and reinforcing the 2015 COP 21 Paris Agreement's energy technologies and solutions and targeting investments to internationala lambition tol limit global warmingt tol less than two degrees communities that are disproportionately affected by climate change."", ""timex_text"": ""2015"", ""timex_type"": ""DATE"", ""timex_value"": ""2015""}, {""text"": ""Jurisdictions will continue to actively engage and Canada asa whole from 2010-2014, infuencedl by new investments, disadvantaged communities, includingon new policies and programs supportive public policy, and shifting market demand for mores sustainable resulting from this Action Plan."", ""timex_text"": ""2010"", ""timex_type"": ""DATE"", ""timex_value"": ""2010""}, {""text"": ""Jurisdictions will continue to actively engage and Canada asa whole from 2010-2014, infuencedl by new investments, disadvantaged communities, includingon new policies and programs supportive public policy, and shifting market demand for mores sustainable resulting from this Action Plan."", ""timex_text"": ""2014"", ""timex_type"": ""DATE"", ""timex_value"": ""2014""}]",PACIFIC COAST CLIMATE LEADERSHIP ACTION PLAN SEAL OF THE STATE CALIFORNIA SHL 1889 0 859 The Governments ofBritish Colum…,
